Training start time (UTC): 1970-01-01 02:00:00
IR,RED,Ax,Ay,Az
113185,126154,7356,-3936,-13912
113172,126184,7384,-3816,-14004
113163,126206,7308,-3844,-13880
113148,126228,7240,-3920,-13676
113175,126244,7244,-3756,-13848
113139,126210,7364,-3708,-13672
113136,126226,7404,-3632,-13820
113136,126228,7304,-3732,-13944
113186,126320,7356,-3800,-13620
113193,126341,7444,-3652,-13672
113186,126352,7268,-3620,-13904
113178,126335,7336,-3660,-13764
113187,126326,7292,-3772,-13748
113198,126306,7260,-3748,-14012
113194,126314,7496,-3844,-13868
113200,126332,7368,-3820,-13932
113196,126349,7312,-3896,-13816
113198,126336,7244,-3940,-13692
113193,126341,7204,-3888,-13880
113206,126358,7284,-3888,-13828
113227,126364,7380,-3780,-13816
113219,126375,7384,-3816,-13940
113221,126365,7456,-3716,-13724
113228,126368,7368,-3792,-13876
113227,126378,7420,-3744,-13728
113251,126411,7328,-3872,-13664
113253,126419,7372,-3760,-13940
113251,126437,7308,-3684,-13616
113255,126433,7384,-3804,-13852
113261,126429,7332,-3732,-13644
113259,126437,7436,-3828,-13844
113275,126463,7252,-4012,-14036
113257,126445,7280,-3912,-13896
113260,126460,7256,-3856,-13884
113262,126453,7196,-3772,-13916
113244,126463,7312,-3864,-13884
113239,126443,7456,-3736,-13656
113218,126467,7504,-3788,-13756
113298,126556,7548,-3796,-13756
113297,126577,7460,-3916,-13912
113296,126586,7496,-3808,-13800
113310,126578,7376,-3684,-13888
113301,126563,7432,-3880,-13796
113295,126555,7316,-3812,-13716
113289,126567,7304,-3800,-13852
113295,126561,7280,-3812,-13764
113290,126551,7372,-3768,-13840
113304,126533,7428,-3788,-13660
113290,126511,7452,-3820,-13732
113271,126524,7388,-3676,-13880
113301,126512,7424,-3784,-13944
113289,126518,7344,-3712,-13920
113283,126520,7348,-3796,-13748
113308,126533,7452,-3748,-13700
113264,126547,7340,-3808,-13712
113301,126530,7392,-3688,-13860
113279,126525,7380,-3908,-13796
113290,126521,7380,-3892,-13812
113284,126500,7356,-3900,-13640
113274,126504,7264,-3876,-13856
113277,126508,7412,-3708,-13976
113272,126490,7364,-3684,-13920
113268,126486,7292,-3716,-13928
113253,126458,7524,-3808,-14032
113241,126464,7280,-3816,-13624
113236,126439,7388,-3736,-13740
113214,126447,7376,-3696,-13768
113227,126468,7316,-3748,-13724
113201,126456,7360,-3728,-13696
113273,126531,7360,-3736,-13812
113265,126545,7356,-3764,-13920
113286,126528,7368,-3824,-13856
113288,126502,7360,-3812,-13836
113286,126520,7312,-3816,-13776
113265,126521,7356,-3844,-13936
113268,126519,7364,-3844,-13784
113273,126502,7424,-3860,-13724
113257,126480,7408,-3732,-13752
113259,126472,7396,-3744,-13656
113256,126442,7292,-3884,-13952
113254,126420,7316,-3868,-13768
113254,126402,7332,-3724,-13600
113238,126389,7468,-3920,-13704
113238,126374,7376,-3764,-13696
113208,126354,7368,-3900,-13852
113221,126353,7284,-3780,-14108
113230,126333,7312,-3784,-13844
113210,126317,7316,-3712,-13816
113223,126287,7304,-3832,-13804
113212,126254,7400,-3672,-13820
113199,126243,7444,-3764,-13816
113194,126223,7392,-3848,-13880
113171,126187,7364,-3812,-13832
113161,126177,7352,-3780,-13828
113152,126167,7248,-3732,-13944
113143,126129,7352,-3820,-13688
113110,126114,7284,-3972,-13872
113088,126117,7312,-3824,-13892
113069,126100,7340,-3828,-13832
113124,126106,7400,-3796,-13812
113076,126027,7328,-3744,-13824
113024,125885,7316,-3652,-13864
112927,125682,7384,-3728,-13688
112857,125535,7472,-3768,-13748
112792,125437,7380,-3836,-13792
112752,125391,7488,-3752,-13800
112722,125328,7452,-3760,-13808
112693,125239,7340,-3900,-13912
112652,125187,7264,-3768,-13896
112612,125123,7020,-3712,-13992
112600,125074,7180,-3728,-14104
112563,125057,7384,-3720,-13864
112566,125056,7276,-3780,-13860
112570,125087,7244,-3804,-13608
112553,125079,7356,-3724,-14096
112551,125088,7456,-3760,-13780
112540,125089,7404,-3836,-13864
112579,125096,7460,-3784,-13748
112559,125114,7356,-3664,-13884
112567,125143,7220,-3780,-13752
112568,125142,7272,-3804,-13788
112571,125172,7276,-3808,-13876
112578,125212,7248,-3772,-13780
112572,125225,7244,-3752,-13840
112563,125233,7160,-3724,-13620
112612,125297,7316,-3780,-13848
112599,125330,7432,-3736,-13716
112600,125370,7332,-3804,-13812
112610,125392,7424,-3824,-13828
112687,125529,7460,-3668,-13720
112695,125547,7336,-3792,-13900
112696,125554,7280,-3808,-13848
112707,125597,7492,-3780,-13836
112691,125566,7396,-3800,-13908
112712,125567,7340,-3884,-13664
112705,125586,7200,-3848,-13888
112722,125617,7240,-3816,-13948
112708,125625,7264,-3764,-13828
112731,125605,7360,-3748,-13920
112743,125622,7296,-3728,-13920
112723,125628,7388,-3796,-13760
112758,125648,7304,-3784,-13932
112753,125653,7320,-3780,-13792
112747,125677,7404,-3764,-13748
112763,125702,7276,-3728,-13840
112768,125693,7288,-3816,-13964
112762,125700,7340,-3828,-13876
112769,125711,7320,-3828,-14052
112779,125705,7264,-3768,-13876
112767,125733,7400,-3840,-13816
112784,125722,7304,-3692,-13688
112770,125718,7296,-3836,-13928
112761,125733,7384,-3880,-13812
112766,125734,7336,-3784,-13932
112762,125728,7436,-3828,-13752
112773,125725,7428,-3872,-13672
112766,125694,7388,-3752,-13740
112757,125706,7220,-3744,-13844
112779,125708,7340,-3772,-13780
112757,125730,7272,-3872,-13712
112827,125843,7332,-3740,-13936
112834,125843,7248,-3744,-13896
112807,125858,7336,-3824,-13732
112818,125865,7296,-3852,-13948
112821,125852,7308,-3800,-13864
112823,125834,7316,-3680,-13776
112813,125839,7272,-3812,-13732
112828,125823,7316,-3776,-13980
112814,125850,7240,-3740,-13784
112836,125833,7340,-3728,-14000
112841,125828,7400,-3752,-13832
112826,125824,7476,-3860,-13768
112837,125832,7292,-3824,-13952
112836,125823,7320,-3804,-13708
112845,125827,7356,-3744,-13848
112834,125834,7344,-3748,-13936
112819,125823,7320,-3828,-13752
112828,125814,7400,-3728,-13868
112836,125812,7472,-3792,-13720
112820,125822,7340,-3832,-13756
112834,125797,7424,-3864,-13792
112833,125823,7256,-3840,-13804
112815,125818,7272,-3912,-13876
112801,125810,7164,-3848,-13868
112805,125801,7328,-3844,-13760
112798,125800,7344,-3784,-13828
112792,125775,7420,-3884,-13804
112778,125775,7264,-3896,-13804
112757,125736,7376,-3892,-13836
112755,125765,7376,-3856,-13948
112738,125780,7320,-3728,-13652
112813,125858,7296,-3736,-13788
112814,125887,7456,-3736,-13888
112827,125889,7416,-3880,-13908
112823,125859,7396,-4028,-13772
112843,125861,7344,-3888,-13764
112825,125880,7340,-3720,-13848
112830,125880,7348,-3860,-13924
112848,125884,7240,-3936,-13996
112851,125885,7316,-3940,-13872
112838,125843,7316,-3776,-13712
112868,125843,7328,-3708,-13868
112850,125855,7236,-3824,-13672
112869,125882,7180,-3844,-13808
112863,125883,7392,-3808,-13940
112870,125853,7452,-3872,-13752
112874,125874,7496,-3728,-13780
112855,125869,7432,-3916,-13808
112854,125870,7416,-3848,-13808
112858,125896,7376,-3780,-13912
112869,125904,7460,-3840,-13796
112869,125896,7328,-3792,-13720
112859,125914,7432,-3780,-13860
112862,125908,7260,-3820,-13928
112855,125915,7236,-3912,-13792
112854,125918,7308,-3772,-13960
112874,125920,7344,-3840,-13852
112861,125909,7356,-3800,-13696
112854,125918,7336,-3796,-13804
112851,125954,7320,-3812,-13920
112840,125947,7444,-3872,-13696
112916,126039,7372,-3756,-13832
112926,126073,7476,-3812,-13952
112923,126058,7456,-3848,-13856
112924,126071,7432,-3784,-13832
112923,126065,7392,-3776,-13756
112926,126091,7316,-3828,-14040
112932,126081,7300,-3904,-13788
112939,126090,7300,-3788,-13804
112945,126085,7372,-3796,-13796
112957,126073,7364,-3848,-13884
112942,126067,7428,-3884,-13976
112945,126069,7344,-3840,-13752
112961,126061,7420,-3812,-13816
112968,126070,7308,-3728,-13896
112962,126093,7312,-3788,-13888
112962,126102,7356,-3868,-13628
112968,126095,7424,-3700,-13808
112974,126118,7340,-3780,-13836
112963,126107,7424,-3888,-13848
112976,126113,7492,-3904,-13904
112979,126113,7412,-3868,-13864
112987,126125,7444,-3712,-13640
112985,126128,7240,-3744,-13928
112993,126130,7384,-3716,-13808
112998,126128,7296,-3736,-13688
112992,126128,7316,-3736,-13796
112983,126145,7452,-3752,-13812
112981,126148,7336,-3832,-13900
112974,126168,7332,-3808,-13696
112989,126173,7352,-3728,-13772
113052,126304,7360,-3728,-13944
113053,126311,7436,-3908,-13856
113078,126331,7404,-3820,-13652
113068,126325,7340,-3804,-13784
113081,126335,7312,-3736,-13840
113088,126322,7272,-3736,-13892
113079,126349,7420,-3804,-13724
113108,126354,7396,-3592,-13764
113103,126358,7372,-3788,-13852
113098,126378,7440,-3692,-13976
113125,126338,7372,-3800,-13864
113090,126352,7420,-3756,-13848
113111,126353,7364,-3836,-13804
113112,126333,7324,-3772,-13740
113095,126333,7408,-3748,-13868
113112,126349,7372,-3760,-13868
113110,126347,7292,-3788,-13776
113106,126362,7376,-3836,-13900
113086,126339,7404,-3848,-13892
113102,126336,7400,-3792,-13752
113106,126330,7404,-3716,-13904
113104,126341,7392,-3712,-13768
113089,126328,7368,-3876,-13948
113059,126316,7396,-3712,-13948
113074,126314,7312,-3792,-13688
113072,126303,7344,-3692,-13792
113046,126294,7348,-3832,-13860
113029,126292,7336,-3860,-13776
113013,126302,7300,-3864,-13872
112993,126300,7328,-3812,-13876
113053,126386,7420,-3784,-13848
113028,126398,7404,-3776,-13844
113053,126398,7356,-3792,-13696
113038,126396,7480,-3728,-13828
113039,126405,7456,-3704,-13808
113034,126405,7396,-3808,-13784
113054,126403,7352,-3788,-13740
113053,126409,7400,-3752,-13660
113034,126387,7336,-3916,-13892
113034,126383,7376,-3792,-13728
113051,126363,7392,-3824,-13716
113050,126371,7352,-3744,-13756
113038,126368,7508,-3688,-13784
113051,126386,7488,-3880,-13804
113041,126370,7416,-3808,-13716
113044,126383,7448,-3788,-13856
113049,126392,7440,-3768,-13704
113045,126381,7476,-3800,-13736
113031,126395,7292,-3844,-13772
113024,126391,7372,-3844,-14000
113029,126384,7368,-3744,-13836
113041,126373,7480,-3852,-13852
113036,126381,7356,-3824,-13696
113015,126380,7412,-3808,-13896
113024,126377,7400,-3768,-13744
113013,126353,7328,-3772,-13744
113006,126371,7424,-3704,-13656
112997,126333,7328,-3808,-13824
112974,126332,7432,-3896,-13808
112964,126354,7312,-3660,-13964
113032,126423,7424,-3824,-13892
113050,126460,7356,-3744,-13772
113038,126452,7412,-3772,-13812
113032,126465,7448,-3740,-13788
113027,126459,7272,-3840,-13800
113054,126446,7444,-3792,-13844
113042,126459,7260,-3900,-13680
113043,126443,7248,-3820,-13828
113063,126450,7364,-3776,-13720
113065,126434,7408,-3872,-13776
113044,126435,7296,-3680,-13804
113057,126433,7352,-3748,-13820
113046,126430,7464,-3828,-13972
113041,126446,7364,-3700,-13824
113039,126439,7400,-3816,-13628
113043,126449,7520,-3784,-13784
113044,126454,7424,-3812,-13700
113051,126466,7376,-3756,-13796
113061,126471,7376,-3704,-13788
113047,126431,7416,-3836,-13740
113058,126450,7484,-3796,-13944
113060,126441,7320,-3796,-13664
113044,126430,7348,-3764,-13888
113053,126419,7388,-3676,-13936
113055,126419,7312,-3812,-13828
113042,126405,7380,-3748,-13848
113036,126400,7432,-3696,-13688
113008,126412,7300,-3824,-13712
113017,126436,7460,-3784,-13848
112993,126438,7360,-3760,-13816
112982,126435,7260,-3748,-14140
113058,126531,7432,-3800,-13960
113063,126536,7344,-3844,-13876
113077,126539,7436,-3816,-13656
113062,126524,7300,-3832,-13860
113060,126535,7464,-3780,-13976
113068,126535,7436,-3728,-13792
113072,126550,7384,-3852,-13872
113068,126581,7400,-3796,-13804
113065,126556,7372,-3736,-13780
113058,126556,7292,-3888,-13952
113047,126540,7356,-3792,-13848
113059,126531,7292,-3852,-13724
113058,126563,7412,-3844,-13820
113058,126561,7380,-3840,-13852
113063,126572,7416,-3848,-13804
113067,126567,7408,-3760,-13836
113066,126570,7416,-3716,-13908
113091,126565,7360,-3816,-14040
113075,126568,7340,-3748,-13808
113068,126576,7448,-3808,-13744
113059,126533,7332,-3760,-13812
113044,126521,7408,-3776,-13868
113042,126513,7340,-3840,-13812
113017,126531,7388,-3816,-13760
113044,126561,7516,-3704,-13676
113097,126645,7440,-3824,-13860
113081,126638,7400,-3740,-13808
113100,126637,7364,-3684,-13740
113088,126640,7444,-3824,-13864
113079,126650,7436,-3736,-13772
113076,126624,7464,-3736,-13880
113100,126649,7364,-3780,-13960
113082,126633,7324,-3780,-13860
113088,126658,7360,-3828,-13884
113101,126646,7416,-3724,-13620
113082,126612,7472,-3904,-13860
113090,126621,7336,-3848,-13936
113103,126615,7528,-3844,-13812
113087,126632,7368,-3672,-13712
113096,126616,7480,-3720,-13844
113113,126632,7376,-3764,-13780
113108,126628,7408,-3668,-13872
113131,126622,7460,-3776,-13744
113104,126627,7388,-3820,-13816
113092,126622,7400,-3712,-13804
113108,126607,7336,-3728,-13768
113107,126622,7380,-3784,-13812
113106,126623,7428,-3736,-13904
113105,126613,7372,-3844,-13756
113110,126591,7372,-3736,-13776
113096,126568,7376,-3788,-13832
113089,126575,7460,-3712,-13856
113077,126572,7444,-3868,-13876
113071,126565,7380,-3712,-13776
113077,126582,7344,-3740,-13808
113129,126674,7396,-3764,-13900
113113,126668,7480,-3828,-13764
113117,126701,7308,-3736,-13776
113109,126686,7452,-3848,-13868
113106,126684,7424,-3812,-14032
113128,126670,7408,-3772,-13832
113129,126666,7352,-3792,-13904
113109,126675,7284,-3824,-13728
113126,126671,7448,-3704,-13644
113138,126654,7384,-3788,-13868
113128,126680,7328,-3788,-13860
113122,126639,7348,-3760,-13840
113125,126636,7476,-3788,-13804
113135,126628,7368,-3804,-13712
113119,126659,7316,-3740,-13696
113130,126651,7380,-3736,-13852
113119,126642,7392,-3808,-13828
113114,126653,7472,-3828,-13824
113125,126672,7320,-3852,-13840
113117,126660,7436,-3752,-13856
113108,126655,7424,-3760,-13872
113127,126653,7440,-3688,-13748
113111,126655,7456,-3716,-13844
113113,126644,7356,-3724,-13888
113102,126663,7308,-3800,-13980
113096,126645,7312,-3804,-13804
113091,126629,7404,-3788,-13756
113089,126627,7312,-3736,-13936
113055,126614,7344,-3824,-13788
113065,126609,7320,-3880,-13672
113072,126624,7412,-3988,-13804
113120,126715,7420,-3832,-14000
113102,126727,7476,-3820,-13720
113105,126713,7368,-3740,-13752
113112,126713,7424,-3716,-13780
113108,126696,7360,-3776,-13812
113118,126689,7380,-3740,-13740
113129,126697,7300,-3812,-13888
113120,126699,7404,-3788,-13816
113123,126700,7340,-3956,-13772
113126,126687,7364,-3788,-13712
113121,126672,7252,-3812,-13704
113117,126684,7484,-3720,-13920
113116,126684,7372,-3744,-13812
113123,126672,7444,-3936,-13716
113139,126679,7368,-3712,-13744
113127,126668,7476,-3820,-13992
113128,126674,7340,-3804,-13764
113111,126679,7372,-3856,-13964
113126,126682,7372,-3864,-13844
113115,126668,7272,-3756,-13876
113124,126687,7400,-3684,-13868
113121,126685,7292,-3860,-13972
113114,126664,7336,-3916,-13748
113107,126655,7400,-3820,-13716
113118,126666,7344,-3864,-13772
113103,126639,7412,-3824,-13736
113090,126640,7396,-3752,-13676
113081,126615,7408,-3764,-13764
113072,126606,7336,-3792,-13952
113075,126626,7316,-3712,-13916
113063,126652,7416,-3700,-13812
113136,126727,7320,-3788,-13840
113110,126736,7376,-3780,-13760
113133,126746,7292,-3796,-13940
113120,126727,7392,-3764,-13764
113125,126740,7380,-3808,-13804
113120,126701,7360,-3764,-13940
113118,126715,7412,-3776,-13808
113128,126714,7316,-3816,-13760
113137,126716,7404,-3776,-13824
113131,126721,7404,-3792,-13648
113141,126696,7396,-3752,-13920
113110,126675,7384,-3832,-13844
113134,126690,7360,-3816,-13856
113145,126683,7396,-3720,-13876
113124,126701,7324,-3880,-13736
113135,126696,7372,-3752,-13732
113150,126688,7356,-3720,-13940
113132,126701,7460,-3768,-13856
113156,126687,7384,-3828,-13744
113148,126672,7396,-3808,-13720
113137,126686,7400,-3828,-14004
113131,126662,7340,-3768,-13836
113117,126675,7408,-3828,-13792
113131,126642,7396,-3748,-13852
113131,126633,7320,-3736,-13800
113132,126656,7424,-3780,-13748
113134,126650,7404,-3772,-13816
113093,126617,7492,-3752,-14048
113090,126640,7368,-3868,-13844
113084,126659,7284,-3760,-13740
113153,126750,7376,-3780,-13788
113150,126750,7368,-3804,-13744
113152,126763,7368,-3844,-13804
113158,126748,7444,-3808,-13768
113177,126748,7400,-3804,-13860
113151,126727,7396,-3788,-13800
113147,126726,7356,-3720,-13860
113140,126745,7424,-3728,-13844
113149,126724,7404,-3648,-13728
113134,126731,7384,-3712,-13680
113147,126699,7388,-3768,-13836
113145,126697,7228,-3700,-13720
113124,126715,7320,-3772,-13728
113117,126713,7256,-3864,-13688
113121,126702,7308,-3732,-13856
113120,126712,7244,-3808,-13856
113132,126724,7356,-3808,-13784
113130,126719,7468,-3848,-13872
113117,126715,7332,-3840,-13632
113127,126698,7364,-3720,-13776
113116,126701,7404,-3816,-13860
113110,126680,7432,-3704,-13860
113111,126669,7420,-3772,-13636
113112,126672,7404,-3780,-13732
113103,126666,7364,-3820,-13800
113090,126667,7328,-3876,-13884
113089,126647,7364,-3868,-13832
113087,126632,7304,-3808,-13860
113075,126667,7400,-3836,-13868
113072,126686,7364,-3836,-13812
113136,126763,7388,-3772,-13772
113142,126775,7392,-3812,-13988
113135,126773,7376,-3708,-13944
113139,126765,7392,-3812,-13768
113128,126777,7340,-3780,-13776
113148,126756,7400,-3832,-13836
113127,126743,7312,-3820,-13972
113122,126761,7348,-3788,-13752
113136,126757,7448,-3680,-13776
113136,126745,7424,-3756,-13948
113147,126724,7328,-3804,-13908
113130,126721,7444,-3756,-13900
113136,126717,7424,-3764,-13824
113144,126722,7380,-3900,-13724
113139,126744,7308,-3712,-13780
113139,126737,7440,-3692,-13788
113139,126734,7348,-3812,-13980
113131,126756,7376,-3764,-13736
113128,126739,7420,-3828,-13708
113138,126735,7408,-3728,-13660
113144,126717,7400,-3824,-13812
113145,126720,7416,-3860,-13888
113138,126723,7324,-3800,-13848
113128,126722,7484,-3844,-13800
113121,126721,7436,-3788,-13720
113100,126700,7356,-3808,-13772
113121,126704,7368,-3756,-13800
113089,126696,7372,-3752,-13756
113095,126699,7468,-3744,-13688
113079,126699,7348,-3796,-13804
113152,126788,7364,-3748,-13680
113135,126775,7308,-3844,-13868
113158,126798,7376,-3808,-13876
113146,126805,7324,-3788,-13796
113162,126793,7260,-3768,-13876
113165,126764,7488,-3788,-13912
113162,126773,7348,-3768,-13740
113181,126790,7392,-3812,-13780
113176,126784,7376,-3836,-13668
113171,126783,7404,-3692,-13804
113180,126782,7428,-3788,-13828
113188,126738,7404,-3808,-13828
113174,126770,7464,-3832,-13808
113203,126747,7360,-3640,-13856
113188,126754,7332,-3788,-13560
113204,126751,7344,-3748,-13840
113202,126768,7476,-3760,-13612
113210,126762,7320,-3796,-13732
113228,126763,7300,-3724,-13932
113244,126756,7492,-3832,-13712
113278,126785,7368,-3884,-13928
113313,126796,7460,-3816,-13884
113313,126794,7348,-3840,-13800
113321,126812,7376,-3740,-13664
113323,126777,7528,-3748,-13776
113326,126816,7304,-3736,-13928
113333,126816,7440,-3700,-13800
113315,126824,7336,-3736,-13744
113300,126819,7352,-3748,-13968
113311,126823,7408,-3780,-13732
113277,126858,7424,-3848,-13744
113362,126946,7404,-3804,-13792
113359,126953,7380,-3812,-13940
113359,126954,7424,-3808,-13876
113340,126957,7444,-3872,-13736
113344,126963,7448,-3852,-13756
113344,126954,7444,-3836,-13836
113362,126934,7388,-3780,-13936
113352,126960,7372,-3804,-13904
113355,126968,7520,-3804,-13788
113351,126948,7420,-3836,-13840
113364,126935,7308,-3820,-13736
113343,126913,7308,-3776,-13944
113369,126928,7360,-3728,-13772
113357,126936,7404,-3840,-13792
113365,126918,7436,-3768,-13868
113368,126937,7428,-3696,-13868
113358,126939,7428,-3736,-13752
113358,126945,7304,-3796,-13676
113350,126938,7392,-3856,-13836
113352,126948,7408,-3768,-13956
113361,126918,7412,-3712,-13892
113327,126905,7476,-3744,-13644
113312,126897,7448,-3820,-13628
113306,126884,7288,-3800,-13720
113292,126876,7456,-3780,-13720
113296,126856,7388,-3752,-13944
113281,126864,7260,-3748,-13832
113281,126854,7364,-3840,-13860
113269,126863,7388,-3776,-13844
113259,126869,7440,-3772,-13868
113346,126940,7424,-3800,-13772
113315,126966,7348,-3800,-13800
113326,126973,7384,-3716,-13712
113318,126948,7332,-3808,-13888
113322,126934,7420,-3788,-13808
113322,126952,7420,-3808,-13832
113325,126944,7360,-3800,-13940
113308,126971,7468,-3792,-13768
113305,126936,7488,-3820,-13900
113310,126928,7464,-3776,-13592
113299,126918,7392,-3824,-13936
113330,126927,7456,-3888,-13884
113315,126926,7464,-3904,-13752
113332,126920,7380,-3832,-13836
113332,126924,7352,-3800,-13700
113333,126917,7320,-3840,-13796
113337,126930,7428,-3824,-13748
113339,126956,7384,-3732,-13812
113340,126936,7416,-3828,-13856
113342,126949,7444,-3720,-13828
113323,126941,7384,-3720,-13784
113321,126929,7468,-3736,-13788
113336,126921,7496,-3768,-13704
113333,126922,7480,-3808,-13784
113340,126909,7464,-3712,-13868
113318,126908,7428,-3780,-13920
113325,126910,7456,-3744,-13972
113336,126894,7360,-3832,-13832
113308,126912,7404,-3720,-13668
113293,126905,7460,-3756,-13684
113362,127001,7452,-3788,-13908
113353,126980,7344,-3740,-13940
113349,127006,7412,-3800,-13760
113353,126998,7376,-3772,-13860
113363,127009,7288,-3808,-13720
113344,127001,7320,-3728,-13828
113354,127003,7308,-3800,-13760
113364,127016,7424,-3788,-13788
113378,127011,7404,-3780,-13676
113378,127004,7444,-3760,-14072
113371,126973,7456,-3764,-13928
113368,126942,7472,-3708,-13812
113352,126915,7420,-3736,-13788
113307,126877,7444,-3788,-13616
113272,126834,7456,-3740,-13716
113241,126793,7336,-3844,-13720
113192,126770,7228,-3868,-13892
113192,126761,7220,-3840,-13768
113170,126737,7400,-3716,-13748
113175,126734,7560,-3716,-13780
113165,126758,7344,-3884,-13944
113169,126737,7424,-4040,-13776
113182,126746,7392,-3920,-13732
113207,126763,7412,-3604,-13904
113184,126762,7404,-3704,-13788
113203,126767,7404,-3892,-13792
113212,126756,7552,-3776,-13768
113186,126746,7344,-3800,-13916
113174,126759,7424,-3884,-13836
113150,126768,7428,-3868,-13896
113224,126856,7420,-3920,-13836
113248,126877,7424,-3780,-13688
113248,126881,7376,-3840,-13768
113258,126918,7364,-3812,-13836
113245,126906,7400,-3752,-13912
113266,126894,7492,-3768,-13596
113289,126888,7396,-3820,-13696
113276,126899,7332,-3852,-13808
113269,126914,7356,-3752,-13760
113294,126911,7404,-3780,-13804
113322,126895,7416,-3792,-13908
113298,126891,7400,-3820,-13732
113310,126902,7408,-3804,-13732
113312,126921,7412,-3788,-13864
113300,126884,7412,-3940,-13828
113298,126895,7476,-3960,-13800
113304,126884,7316,-3784,-13624
113283,126879,7412,-3620,-13828
113292,126873,7392,-3704,-13948
113286,126848,7340,-3784,-13940
113282,126846,7512,-3756,-13744
113260,126828,7368,-3668,-13916
113282,126835,7320,-3840,-13704
113263,126818,7460,-3740,-13780
113272,126821,7460,-3908,-13832
113266,126806,7368,-3852,-13760
113256,126796,7404,-3848,-13668
113236,126750,7480,-3748,-13976
113246,126773,7324,-3892,-13716
113212,126772,7376,-3920,-13896
113291,126879,7376,-3840,-13756
113294,126878,7392,-3648,-13764
113282,126876,7344,-3708,-13780
113273,126906,7320,-3732,-13732
113292,126876,7476,-3768,-13776
113285,126849,7372,-3844,-13892
113288,126855,7400,-3724,-13736
113281,126869,7448,-3812,-13832
113277,126847,7380,-3856,-13828
113262,126846,7328,-3768,-13824
113274,126830,7436,-3872,-13640
113287,126846,7360,-3844,-13836
113276,126828,7404,-3824,-14072
113274,126842,7444,-3776,-13864
113296,126832,7416,-3788,-13852
113283,126827,7428,-3736,-13660
113254,126841,7416,-3692,-13772
113269,126826,7348,-3736,-13592
113277,126815,7304,-3872,-13700
113274,126807,7488,-3916,-13860
113271,126803,7496,-3876,-13756
113267,126797,7324,-3776,-13716
113252,126795,7392,-3848,-13732
113259,126784,7360,-3836,-13624
113229,126756,7424,-3768,-13972
113208,126753,7432,-3832,-13608
113214,126733,7420,-3780,-13860
113186,126695,7440,-3924,-13820
113166,126691,7296,-3840,-13788
113149,126683,7428,-3880,-13872
113222,126765,7352,-3748,-13864
113194,126779,7380,-3748,-13712
113196,126770,7244,-3820,-13760
113197,126766,7320,-3896,-13908
113182,126733,7364,-3868,-13900
113188,126710,7416,-3812,-13672
113160,126711,7140,-3776,-13624
113165,126716,7240,-3732,-13804
113154,126683,7376,-3944,-13740
113152,126686,7404,-3956,-13756
113134,126654,7408,-3844,-13668
113140,126663,7344,-3688,-13756
113126,126679,7304,-3864,-13756
113141,126650,7348,-3896,-13844
113146,126670,7440,-3816,-13724
113144,126667,7392,-3724,-13816
113134,126675,7452,-3944,-13804
113139,126683,7368,-3932,-13708
113160,126692,7376,-3904,-13776
113140,126696,7320,-3888,-13876
113164,126686,7340,-3872,-14020
113159,126689,7324,-3872,-13856
113168,126674,7388,-3792,-13724
113151,126691,7296,-3864,-13868
113129,126662,7296,-3888,-13736
113138,126659,7432,-3804,-13804
113131,126639,7340,-3780,-13800
113121,126644,7412,-3700,-13712
113132,126650,7416,-3820,-13852
113092,126639,7380,-3896,-13812
113076,126653,7304,-3772,-13704
113155,126725,7444,-3800,-13700
113154,126711,7352,-3900,-13772
113147,126743,7364,-3852,-13712
113154,126708,7256,-3896,-13688
113149,126720,7356,-3788,-13808
113148,126704,7420,-3840,-13868
113120,126716,7328,-3840,-13852
113116,126704,7288,-3716,-13748
113128,126674,7436,-3872,-13860
113143,126656,7452,-3800,-13824
113136,126641,7428,-3872,-13772
113136,126645,7408,-3832,-13884
113144,126643,7316,-3884,-13820
113137,126660,7308,-3880,-13796
113138,126638,7376,-3868,-13944
113123,126638,7320,-3860,-13784
113133,126663,7524,-3840,-13728
113140,126642,7296,-3840,-13784
113146,126647,7444,-3848,-13872
113143,126628,7352,-3788,-13868
113140,126635,7292,-3784,-13900
113136,126609,7336,-3864,-13736
113147,126623,7424,-3784,-13880
113145,126616,7360,-3828,-13916
113135,126594,7344,-3900,-13812
113120,126590,7412,-3896,-13664
113118,126563,7252,-3996,-13720
113110,126583,7228,-3840,-13708
113104,126609,7356,-3812,-13900
113169,126678,7392,-3840,-13796
113188,126734,7456,-3840,-13952
113190,126708,7316,-3900,-13788
113198,126724,7396,-3780,-13832
113192,126726,7420,-3792,-13908
113200,126723,7320,-3812,-13716
113211,126744,7348,-3776,-13716
113210,126738,7452,-3768,-13680
113220,126748,7400,-3784,-13796
113222,126752,7372,-3920,-13612
113240,126737,7388,-3864,-13820
113245,126740,7372,-3784,-13796
113258,126747,7296,-3736,-13768
113260,126758,7324,-3680,-13732
113265,126758,7468,-3760,-13980
113291,126774,7432,-3816,-13728
113292,126763,7400,-3792,-13860
113269,126764,7352,-3828,-13928
113281,126748,7404,-3884,-13788
113271,126762,7492,-3720,-13976
113273,126750,7332,-3712,-13784
113272,126745,7384,-3752,-13844
113258,126735,7300,-3812,-13824
113255,126739,7380,-3796,-13816
113251,126725,7328,-3772,-13816
113244,126711,7240,-3864,-13756
113215,126714,7316,-3804,-13888
113202,126707,7256,-3904,-13924
113205,126732,7284,-3932,-13744
113188,126723,7416,-3768,-13712
113271,126791,7472,-3844,-13592
